timestamp_muestra,sample_code,day_code,sample_label,peso_g,medida_1_alto_mm,medida_2_diametro_mm,percepcion_madurez,estado_madurez_batch
2026-03-25T09:56:39,A01,D02,A01_D02,205,85,65.89,verde,verde
2026-03-25T10:03:25,A02,D02,A02_D02,196,96.83,66.45,verde,verde
2026-03-25T10:21:18,A03,D02,A03_D02,217,99.44,66.3,verde,verde
2026-03-25T10:28:23,A04,D02,A04_D02,201,91.08,65.54,verde,verde
2026-03-25T10:34:34,A05,D02,A05_D02,214,92.07,67.59,verde,verde
2026-03-25T10:39:19,A06,D02,A06_D02,218,104.74,64.84,verde,verde
2026-03-25T10:45:26,A07,D02,A07_D02,205,85.06,69.19,verde,verde
2026-03-25T10:51:09,A08,D02,A08_D02,216,96.08,65.73,verde,verde
2026-03-25T10:56:25,A09,D02,A09_D02,238,98.32,69.42,verde,verde
2026-03-25T17:30:21,A10,D02,A10_D02,216,86.11,70.58,verde,verde
2026-03-25T19:01:18,A11,D02,A11_D02,210,99.74,63.27,verde,verde
2026-03-25T19:06:37,A12,D02,A12_D02,178,84.36,64.37,verde,verde
2026-03-25T19:10:27,A13,D02,A13_D02,193,79.94,67.48,verde,verde
2026-03-25T19:14:12,A14,D02,A14_D02,199,84.58,66.95,verde,verde
2026-03-25T19:17:50,A15,D02,A15_D02,244,104.74,67.59,verde,verde
2026-03-25T19:21:47,A16,D02,A16_D02,207,89.23,67.62,maduro,verde
2026-03-25T19:44:42,A17,D02,A17_D02,225,101.94,65.39,verde,verde
2026-03-25T19:48:18,A18,D02,A18_D02,208,93.44,66.95,verde,verde
2026-03-25T19:52:12,A19,D02,A19_D02,199,99.98,64.23,verde,verde
2026-03-25T19:55:54,A20,D02,A20_D02,203,84.87,66.88,verde,verde
2026-03-25T19:59:42,A21,D02,A21_D02,203,95.32,63.9,verde,verde
2026-03-25T20:03:24,A22,D02,A22_D02,214,103.83,66.69,verde,verde
2026-03-25T20:07:34,A23,D02,A23_D02,206,89.12,66.88,maduro,verde
2026-03-25T20:11:45,A24,D02,A24_D02,226,94.82,68.75,verde,verde
2026-03-25T20:16:47,A25,D02,A25_D02,215,100.42,65.38,verde,verde
2026-03-25T20:21:40,A26,D02,A26_D02,215,97.98,67.1,verde,verde
2026-03-25T20:28:18,A27,D02,A27_D02,226,99.91,66.56,maduro,verde
2026-03-25T20:33:30,A28,D02,A28_D02,196,87.53,67.36,verde,verde
2026-03-25T20:37:11,A29,D02,A29_D02,256,97.28,72.89,verde,verde
2026-03-25T20:40:45,A30,D02,A30_D02,236,102.58,68.11,verde,verde
2026-03-25T20:45:27,A31,D02,A31_D02,217,94.9,67.14,maduro,verde
2026-03-25T20:49:46,A32,D02,A32_D02,225,104.08,65.26,verde,verde
2026-03-25T20:54:13,A33,D02,A33_D02,218,95.57,68.69,verde,verde
2026-03-25T20:58:19,A34,D02,A34_D02,203,95.17,66.14,maduro,verde
2026-03-25T21:02:10,A35,D02,A35_D02,165,95.7,58.12,verde,verde
2026-03-25T21:09:54,A36,D02,A36_D02,196,100.61,63.33,verde,verde
2026-03-25T21:13:25,A37,D02,A37_D02,213,100.64,64.92,verde,verde
2026-03-25T21:17:06,A38,D02,A38_D02,230,103.58,65.92,verde,verde
2026-03-25T21:20:39,A39,D02,A39_D02,218,93.69,68.23,verde,verde
2026-03-25T21:25:04,A40,D02,A40_D02,210,91.98,65.96,maduro,verde
2026-03-25T21:28:46,A41,D02,A41_D02,214,108.57,63.16,maduro,verde
2026-03-25T21:32:20,A42,D02,A42_D02,215,101.24,64.3,verde,verde
2026-03-25T21:35:41,A43,D02,A43_D02,199,100.04,65.09,verde,verde
2026-03-25T21:39:28,A44,D02,A44_D02,217,88.42,67.78,verde,verde
2026-03-25T21:43:21,A45,D02,A45_D02,211,104.83,64.25,verde,verde
2026-03-25T21:47:02,A46,D02,A46_D02,239,99.69,70.78,verde,verde
2026-03-25T21:51:00,A47,D02,A47_D02,222,100.82,67.51,verde,verde
2026-03-25T21:55:06,A48,D02,A48_D02,254,101.86,69.55,verde,verde
2026-03-25T21:58:49,A49,D02,A49_D02,205,98.94,66.3,verde,verde
