timestamp_muestra,sample_code,day_code,sample_label,peso_g,medida_1_alto_mm,medida_2_diametro_mm,percepcion_madurez,estado_madurez_batch
2026-03-30T10:23:39,A01,D07,A01_D07,194,82.79,66.24,pasado,maduro
2026-03-30T10:27:09,A02,D07,A02_D07,182,95.82,61.88,pasado,maduro
2026-03-30T10:30:34,A03,D07,A03_D07,206,98.26,64.59,pasado,maduro
2026-03-30T10:33:59,A04,D07,A04_D07,191,89.59,64.63,pasado,maduro
2026-03-30T10:38:03,A05,D07,A05_D07,199,90.22,67.26,pasado,maduro
2026-03-30T10:41:38,A06,D07,A06_D07,206,100.93,62.42,pasado,maduro
2026-03-30T10:46:46,A07,D07,A07_D07,194,82.54,66.36,maduro,maduro
2026-03-30T10:51:20,A08,D07,A08_D07,201,93.52,64.17,pasado,maduro
2026-03-30T10:55:16,A09,D07,A09_D07,227,95.98,66.91,pasado,maduro
2026-03-30T10:58:39,A10,D07,A10_D07,207,83.3,67.22,maduro,maduro
2026-03-30T11:02:03,A12,D07,A12_D07,166,82.24,60.44,maduro,maduro
2026-03-30T11:05:29,A13,D07,A13_D07,183,78.19,64.92,pasado,maduro
2026-03-30T11:09:05,A14,D07,A14_D07,191,65.05,84.69,maduro,maduro
2026-03-30T11:12:29,A15,D07,A15_D07,227,102,66.11,pasado,maduro
2026-03-30T11:16:58,A16,D07,A16_D07,197,88.66,66.04,pasado,maduro
2026-03-30T11:20:15,A17,D07,A17_D07,209,101.85,65.98,pasado,maduro
2026-03-30T11:23:40,A18,D07,A18_D07,196,89.94,63.29,pasado,maduro
2026-03-30T11:27:00,A19,D07,A19_D07,187,97.46,62.1,pasado,maduro
2026-03-30T11:30:23,A20,D07,A20_D07,193,83.1,68.1,pasado,maduro
2026-03-30T11:33:52,A21,D07,A21_D07,187,97.46,62.1,verde,maduro
2026-03-30T11:37:07,A22,D07,A22_D07,200,101.07,62.84,pasado,maduro
2026-03-30T11:40:32,A23,D07,A23_D07,194,84.48,66.79,pasado,maduro
2026-03-30T11:46:03,A24,D07,A24_D07,213,93.86,68.05,pasado,maduro
2026-03-30T11:49:41,A25,D07,A25_D07,205,99.52,65.92,pasado,maduro
2026-03-30T11:53:14,A26,D07,A26_D07,202,95.76,65.34,pasado,maduro
2026-03-30T11:56:45,A27,D07,A27_D07,216,98.99,65.54,pasado,maduro
2026-03-30T12:11:55,A28,D07,A28_D07,187,85.45,66.07,pasado,maduro
2026-03-30T12:15:13,A29,D07,A29_D07,246,95.56,70.36,pasado,maduro
2026-03-30T12:18:34,A30,D07,A30_D07,225,100.14,64.44,pasado,maduro
2026-03-30T12:22:31,A31,D07,A31_D07,206,94.63,65.81,pasado,maduro
2026-03-30T12:26:05,A32,D07,A32_D07,207,101.91,63.19,pasado,maduro
2026-03-30T12:29:31,A33,D07,A33_D07,206,93.52,65,pasado,maduro
2026-03-30T12:32:47,A34,D07,A34_D07,188,94.32,65.96,pasado,maduro
2026-03-30T12:36:06,A36,D07,A36_D07,186,99.94,62.52,pasado,maduro
2026-03-30T12:39:44,A38,D07,A38_D07,216,102.56,63.24,pasado,maduro
2026-03-30T12:43:06,A40,D07,A40_D07,200,91.73,63.77,pasado,maduro
2026-03-30T12:48:47,A41,D07,A41_D07,206,107.45,62.98,pasado,maduro
2026-03-30T12:52:12,A42,D07,A42_D07,202,101.13,63.1,pasado,maduro
2026-03-30T12:55:35,A43,D07,A43_D07,187,97.45,61.32,pasado,maduro
2026-03-30T12:59:03,A44,D07,A44_D07,205,86.66,67.54,pasado,maduro
2026-03-30T13:02:22,A45,D07,A45_D07,197,103.06,62.29,pasado,maduro
2026-03-30T13:05:52,A46,D07,A46_D07,226,97.71,65.19,pasado,maduro
2026-03-30T13:09:03,A47,D07,A47_D07,206,98.29,63.56,pasado,maduro
2026-03-30T13:12:25,A48,D07,A48_D07,242,98.59,66.64,pasado,maduro
2026-03-30T13:16:42,A49,D07,A49_D07,189,96.92,67.03,pasado,maduro
